title,description,url,category
Veterinarian suicide rates are very high. Why?,Veterinarian professionals are committing suicide at a higher rate than the general population.,https://www.bbc.com/reel/video/p0gkmzb8/veterinarian-suicide-rates-are-very-high-why-,Business
ASMR: How whispering took over the internet,We meet the creators behind the current ASMR boom.,https://www.bbc.com/reel/video/p0d95c27/asmr-how-whispering-took-over-the-internet,Business
"Canada will deal with Trump 'on our terms', Carney tells BBC","Speaking exclusively to the BBC, Canada's PM says he will only visit the US when there is a ""serious discussion to be had"".",https://www.bbc.com/news/articles/c14xydjzn5eo,Business
Trump calls Bezos as Amazon says no plan to show tariff price rises,"Donald Trump called Amazon founder Jeff Bezos to complain about the plan, which the company said had been rejected.",https://www.bbc.com/news/articles/cdxg7xpr2j0o,Business
Trump eases car tariffs after firms raised concerns,The president said the move would give companies relief while they adjust their supply chains.,https://www.bbc.com/news/articles/c70zy5w983go,Business
Analysis:  Carney wants to lead a G7 fightback on Trump tariffs,"In winning the Canadian election, Mark Carney becomes the biggest economic force against the US president.",https://www.bbc.com/news/articles/cx27d89z0qdo,Business
How Spain powered back to life from unprecedented national blackout,"However diversified Spain's energy mix is, the blackout required an enormous effort to get back up and running.",https://www.bbc.com/news/articles/c175ykvjxyeo,Business
"Malta's golden passport scheme breaks EU law, top court rules","The scheme lets people become citizens after paying, buying or renting property of a certain value, and donating to charity.",https://www.bbc.com/news/articles/ceqrd8dpzd5o,Business
"Trainer prices will rise due to tariffs, says Adidas",Adidas says trade tariffs introduced by President Donald Trump will lead to price rises for US consumers.,https://www.bbc.com/news/articles/c93g20z7943o,Business
Prince Andrew's firm linked to controversial PPE millionaire,Documents show Doug Barrowman-linked company owned the prince's start-up competition for two years.,https://www.bbc.com/news/articles/c9vep0p877wo,Business
Australian PM dismisses warning over AAA credit rating,"High public spending puts the country's rating at risk if savings are not found, analysts have said.",https://www.bbc.com/news/articles/c70zy7x0xy9o,Business
